Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
MSAT M1,23846,1996-022A,"April 20, 1996",1436.1,107.8° W,TRACK IT,-107.8,MSAT M1,Canada,107.8° W,-0.840567,0.167397,TRUE
ANIK F1,26624,2000-076A,"November 21, 2000",1436.1,107.3° W,TRACK IT,-107.3,ANIK F1,Canada,107.3° W,-0.845262,0.165124,TRUE
ANIK G1,39127,2013-014A,"April 15, 2013",1436.1,107.3° W,TRACK IT,-107.3,ANIK G1,Canada,107.3° W,-0.845262,0.165124,TRUE
ANIK F1-R,28868,2005-036A,"September 8, 2005",1436.1,107.3° W,TRACK IT,-107.3,ANIK F1-R,Canada,107.3° W,-0.845262,0.165124,TRUE
ECHOSTAR 17,38551,2012-035A,"July 5, 2012",1436.1,107.1° W,TRACK IT,-107.1,ECHOSTAR 17,United States,107.1° W,-0.847122,0.164211,TRUE
AMSC 1,23553,1995-019A,"April 7, 1995",1436.1,106.9° W,TRACK IT,-106.9,AMSC 1,United States,106.9° W,-0.848972,0.163296,TRUE
SATCOM K1,16482,1986-003B,"January 12, 1986",1446.5,106.4° W,TRACK IT,-106.4,SATCOM K1,United States,106.4° W,-0.853551,0.161001,TRUE
ACTS,22796,1993-058B,"September 12, 1993",1436.1,106.1° W,TRACK IT,-106.1,ACTS,United States,106.1° W,-0.856267,0.159618,TRUE
GSTAR 1,15677,1985-035A,"May 8, 1985",1436.1,105.9° W,TRACK IT,-105.9,GSTAR 1,United States,105.9° W,-0.858065,0.158693,TRUE
EUTELSAT 2-F4,22028,1992-041B,"July 9, 1992",1453.4,105.4° W,TRACK IT,-105.4,EUTELSAT 2-F4,Europe,105.4° W,-0.862514,0.156373,TRUE
LES 9,8747,1976-023B,"March 15, 1976",1436.2,105.2° W,TRACK IT,-105.2,LES 9,United States,105.2° W,-0.864275,0.155442,TRUE
AMC-15,28446,2004-041A,"October 14, 2004",1436.1,105° W,TRACK IT,-105,AMC-15,SES,105° W,-0.866025,0.154508,TRUE
ECHOSTAR 105/SES 11,42967,2017-063A,"October 11, 2017",1436.1,104.9° W,TRACK IT,-104.9,ECHOSTAR 105/SES 11,SES,104.9° W,-0.866897,0.154041,TRUE
GSTAR 3,19483,1988-081A,"September 8, 1988",1436.1,104.9° W,TRACK IT,-104.9,GSTAR 3,United States,104.9° W,-0.866897,0.154041,TRUE
SATCOM C5,13631,1982-105A,"October 28, 1982",1436.1,104.8° W,TRACK IT,-104.8,SATCOM C5,United States,104.8° W,-0.867765,0.153573,TRUE
SKYNET 1,4250,1969-101A,"November 22, 1969",1436.1,104.6° W,TRACK IT,-104.6,SKYNET 1,United Kingdom,104.6° W,-0.869495,0.152636,TRUE
NATO 2B,4902,1971-009A,"February 3, 1971",1436.1,104.5° W,TRACK IT,-104.5,NATO 2B,NATO,104.5° W,-0.870356,0.152167,TRUE
GOES 14,35491,2009-033A,"June 27, 2009",1436.1,104.4° W,TRACK IT,-104.4,GOES 14,United States,104.4° W,-0.871214,0.151698,TRUE
ECHOSTAR 1,23754,1995-073A,"December 28, 1995",1455.6,104.2° W,TRACK IT,-104.2,ECHOSTAR 1,United States,104.2° W,-0.872922,0.150757,TRUE
ASIASAT 1,20558,1990-030A,"April 7, 1990",1451,103° W,TRACK IT,-103,ASIASAT 1,AsiaSat,103° W,-0.882948,0.145075,TRUE
SES 3,37748,2011-035A,"July 15, 2011",1436.1,103° W,TRACK IT,-103,SES 3,United States,103° W,-0.882948,0.145075,TRUE
DIRECTV 10,31862,2007-032A,"July 7, 2007",1436.1,102.8° W,TRACK IT,-102.8,DIRECTV 10,United States,102.8° W,-0.884581,0.144121,TRUE
DIRECTV 12,36131,2009-075A,"December 29, 2009",1436.1,102.8° W,TRACK IT,-102.8,DIRECTV 12,United States,102.8° W,-0.884581,0.144121,TRUE
USA 142,25669,1999-017A,"April 9, 1999",618.3,102.2° W,TRACK IT,-102.2,USA 142,United States,102.2° W,-0.889416,0.141251,TRUE
SOLIDARIDAD 1,22911,1993-073A,"November 20, 1993",1436,102.2° W,TRACK IT,-102.2,SOLIDARIDAD 1,Mexico,102.2° W,-0.889416,0.141251,TRUE
NATO 2A,4353,1970-021A,"March 20, 1970",1436,101.4° W,TRACK IT,-101.4,NATO 2A,NATO,101.4° W,-0.895712,0.137400,TRUE
SKYTERRA 1,37218,2010-061A,"November 14, 2010",1436.1,101.3° W,TRACK IT,-101.3,SKYTERRA 1,United States,101.3° W,-0.896486,0.136917,TRUE
TELSTAR 401,22927,1993-077A,"December 16, 1993",1435.9,101.2° W,TRACK IT,-101.2,TELSTAR 401,United States,101.2° W,-0.897258,0.136433,TRUE
DIRECTV 4S,26985,2001-052A,"November 27, 2001",1436.1,101.2° W,TRACK IT,-101.2,DIRECTV 4S,United States,101.2° W,-0.897258,0.136433,TRUE
DIRECTV 9S,29494,2006-043A,"October 13, 2006",1436.1,101.1° W,TRACK IT,-101.1,DIRECTV 9S,United States,101.1° W,-0.898028,0.135949,TRUE
SES 1,36516,2010-016A,"April 24, 2010",1436.1,101° W,TRACK IT,-101,SES 1,SES,101° W,-0.898794,0.135464,TRUE
DIRECTV 15,40663,2015-026A,"May 27, 2015",1436.1,100.9° W,TRACK IT,-100.9,DIRECTV 15,United States,100.9° W,-0.899558,0.134979,TRUE
DIRECTV 8,28659,2005-019A,"May 22, 2005",1436.1,100.7° W,TRACK IT,-100.7,DIRECTV 8,United States,100.7° W,-0.901077,0.134008,TRUE
OLYMPUS 1,20122,1989-053A,"July 12, 1989",1420.5,99.4° W,TRACK IT,-99.4,OLYMPUS 1,Europe,99.4° W,-0.910684,0.127656,TRUE
DIRECTV 14,40333,2014-078B,"December 6, 2014",1436.1,99.2° W,TRACK IT,-99.2,DIRECTV 14,United States,99.2° W,-0.912120,0.126673,TRUE
DIRECTV 11,32729,2008-013A,"March 19, 2008",1436.1,99.2° W,TRACK IT,-99.2,DIRECTV 11,United States,99.2° W,-0.912120,0.126673,TRUE
SAKURA 2A (CS-2A),13782,1983-006A,"February 4, 1983",1448.7,99.1° W,TRACK IT,-99.1,SAKURA 2A (CS-2A),Japan,99.1° W,-0.912834,0.126181,TRUE
SPACEWAY 2,28903,2005-046B,"November 16, 2005",1436.1,99.1° W,TRACK IT,-99.1,SPACEWAY 2,United States,99.1° W,-0.912834,0.126181,TRUE
GALAXY 16,29236,2006-023A,"June 18, 2006",1436.1,99° W,TRACK IT,-99,GALAXY 16,United States,99° W,-0.913545,0.125689,TRUE
APPLE,12545,1981-057B,"June 19, 1981",1439.7,98.9° W,TRACK IT,-98.9,APPLE,India,98.9° W,-0.914254,0.125196,TRUE
INMARSAT 4-F3,33278,2008-039A,"August 18, 2008",1436.1,98° W,TRACK IT,-98,INMARSAT 4-F3,Inmarsat,98° W,-0.920505,0.120743,TRUE
OPS 6392 (FLTSATCOM 2),11353,1979-038A,"May 4, 1979",1461.3,97.8° W,TRACK IT,-97.8,OPS 6392 (FLTSATCOM 2),United States,97.8° W,-0.921863,0.119749,TRUE
DFS 2,20706,1990-063B,"July 24, 1990",1446.6,97.5° W,TRACK IT,-97.5,DFS 2,Germany,97.5° W,-0.923880,0.118256,TRUE
ECHOSTAR 19,41893,2016-079A,"December 18, 2016",1436.1,97.1° W,TRACK IT,-97.1,ECHOSTAR 19,United States,97.1° W,-0.926529,0.116260,TRUE
GALAXY 19,33376,2008-045A,"September 24, 2008",1436.1,97° W,TRACK IT,-97,GALAXY 19,United States,97° W,-0.927184,0.115760,TRUE
EKRAN 5,11890,1980-060A,"July 15, 1980",1434.6,96.4° W,TRACK IT,-96.4,EKRAN 5,Russia,96.4° W,-0.931056,0.112753,TRUE
SATCOM 3R,12967,1981-114A,"November 20, 1981",1438.6,96.3° W,TRACK IT,-96.3,SATCOM 3R,United States,96.3° W,-0.931691,0.112251,TRUE
OPS 8790,10787,1978-038A,"April 7, 1978",1433.2,95.8° W,TRACK IT,-95.8,OPS 8790,United States,95.8° W,-0.934826,0.109734,TRUE
SBS 2,12855,1981-096A,"September 24, 1981",1438.4,95.7° W,TRACK IT,-95.7,SBS 2,United States,95.7° W,-0.935444,0.109230,TRUE
HELLAS-SAT 2,27811,2003-020A,"May 13, 2003",1436.1,95.2° W,TRACK IT,-95.2,HELLAS-SAT 2,Greece,95.2° W,-0.938493,0.106703,TRUE
ARABSAT 1D (ANIK D2),15383,1984-113B,"November 8, 1984",1455.9,95.2° W,TRACK IT,-95.2,ARABSAT 1D (ANIK D2),Arabsat,95.2° W,-0.938493,0.106703,TRUE
INTELSAT 30 (IS-30),40271,2014-062A,"October 16, 2014",1436.1,95.1° W,TRACK IT,-95.1,INTELSAT 30 (IS-30),Intelsat,95.1° W,-0.939094,0.106197,TRUE
GALAXY 3C,27445,2002-030A,"June 15, 2002",1436.1,95° W,TRACK IT,-95,GALAXY 3C,United States,95° W,-0.939693,0.105690,TRUE
SPACEWAY 3,32018,2007-036A,"August 14, 2007",1436.1,94.9° W,TRACK IT,-94.9,SPACEWAY 3,United States,94.9° W,-0.940288,0.105183,TRUE
TELSTAR 4 (TELSTAR 402R),23670,1995-049A,"September 24, 1995",1436.4,94.8° W,TRACK IT,-94.8,TELSTAR 4 (TELSTAR 402R),United States,94.8° W,-0.940881,0.104676,TRUE
ECHOSTAR 5,25913,1999-050A,"September 23, 1999",1458.3,94.3° W,TRACK IT,-94.3,ECHOSTAR 5,United States,94.3° W,-0.943801,0.102135,TRUE
AEHF 4 (USA 288),43651,2018-079A,"October 17, 2018",1436.1,94° W,TRACK IT,-94,AEHF 4 (USA 288),United States,94° W,-0.945519,0.100606,TRUE
ASTRA 1A,19688,1988-109B,"December 11, 1988",1464.4,93.6° W,TRACK IT,-93.6,ASTRA 1A,SES,93.6° W,-0.947768,0.098564,TRUE
THAICOM 1,22931,1993-078B,"December 18, 1993",1451.9,93.3° W,TRACK IT,-93.3,THAICOM 1,Thailand,93.3° W,-0.949425,0.097029,TRUE
GALAXY 25 (TELSTAR 5),24812,1997-026A,"May 24, 1997",1436.1,93.1° W,TRACK IT,-93.1,GALAXY 25 (TELSTAR 5),United States,93.1° W,-0.950516,0.096004,TRUE
INTELSAT 802,24846,1997-031A,"June 25, 1997",1467.8,93° W,TRACK IT,-93,INTELSAT 802,Intelsat,93° W,-0.951057,0.095492,TRUE
ICO G-1,32763,2008-016A,"April 14, 2008",1436,92.8° W,TRACK IT,-92.8,ICO G-1,United States,92.8° W,-0.952129,0.094465,TRUE
BRAZILSAT B4,26469,2000-046A,"August 17, 2000",1436.1,92° W,TRACK IT,-92,BRAZILSAT B4,Brazil,92° W,-0.956305,0.090348,TRUE
TVSAT 2,20168,1989-062A,"August 8, 1989",1442.3,91.7° W,TRACK IT,-91.7,TVSAT 2,Germany,91.7° W,-0.957822,0.088799,TRUE
NIMIQ 6,38342,2012-026A,"May 17, 2012",1436.1,91.1° W,TRACK IT,-91.1,NIMIQ 6,Canada,91.1° W,-0.960779,0.085695,TRUE
GALAXY 17,31307,2007-016B,"May 4, 2007",1436.1,91° W,TRACK IT,-91,GALAXY 17,United States,91° W,-0.961262,0.085177,TRUE
LEASAT 4,15995,1985-076D,"August 27, 1985",1472.4,90.8° W,TRACK IT,-90.8,LEASAT 4,United States,90.8° W,-0.962218,0.084139,TRUE
EUTE 3A (SINOSAT 3),31577,2007-021A,"May 31, 2007",1464.4,90.7° W,TRACK IT,-90.7,EUTE 3A (SINOSAT 3),Europe,90.7° W,-0.962692,0.083620,TRUE
EUTE 48A (HB2),24665,1996-067A,"November 21, 1996",1463.7,90.7° W,TRACK IT,-90.7,EUTE 48A (HB2),Europe,90.7° W,-0.962692,0.083620,TRUE
STTW-5,21833,1991-088A,"December 28, 1991",632.6,90.4° W,TRACK IT,-90.4,STTW-5,China,90.4° W,-0.964095,0.082061,TRUE
USA 115,23712,1995-060A,"November 6, 1995",1436.1,90.3° W,TRACK IT,-90.3,USA 115,United States,90.3° W,-0.964557,0.081541,TRUE
GALAXY 28 (IA 8),28702,2005-022A,"June 23, 2005",1436.1,89° W,TRACK IT,-89,GALAXY 28 (IA 8),Intelsat,89° W,-0.970296,0.074758,TRUE
TUPAC KATARI,39481,2013-075A,"December 20, 2013",1436.1,87.2° W,TRACK IT,-87.2,TUPAC KATARI,Bolivia,87.2° W,-0.977416,0.065303,TRUE
W75/ABS-1B (HOT BIRD 3),24931,1997-049A,"September 2, 1997",1405.1,87.1° W,TRACK IT,-87.1,W75/ABS-1B (HOT BIRD 3),Europe,87.1° W,-0.977783,0.064776,TRUE
SES 2,37809,2011-049A,"September 21, 2011",1436.1,87° W,TRACK IT,-87,SES 2,SES,87° W,-0.978148,0.064248,TRUE
NIMIQ 1,25740,1999-027A,"May 20, 1999",1436.1,86.5° W,TRACK IT,-86.5,NIMIQ 1,Canada,86.5° W,-0.979925,0.061608,TRUE
ECHOSTAR 12 (RAINBOW 1),27852,2003-033A,"July 17, 2003",1436.1,86.4° W,TRACK IT,-86.4,ECHOSTAR 12 (RAINBOW 1),United States,86.4° W,-0.980271,0.061079,TRUE
XM-5,37185,2010-053A,"October 14, 2010",1436.2,85.2° W,TRACK IT,-85.2,XM-5,United States,85.2° W,-0.984196,0.054722,TRUE
XM-3,28626,2005-008A,"March 1, 2005",1436.1,85.1° W,TRACK IT,-85.1,XM-3,United States,85.1° W,-0.984503,0.054191,TRUE
AMC-16,28472,2004-048A,"December 17, 2004",1436.1,85° W,TRACK IT,-85,AMC-16,SES,85° W,-0.984808,0.053660,TRUE
AMC-2 (GE-2),24713,1997-002A,"January 30, 1997",1436.1,84.9° W,TRACK IT,-84.9,AMC-2 (GE-2),SES,84.9° W,-0.985109,0.053129,TRUE
STARONE D1,41904,2016-082B,"December 21, 2016",1436.1,84° W,TRACK IT,-84,STARONE D1,Brazil,84° W,-0.987688,0.048341,TRUE
GALAXY 10R,26056,2000-002A,"January 25, 2000",1445.2,83.9° W,TRACK IT,-83.9,GALAXY 10R,United States,83.9° W,-0.987960,0.047808,TRUE
GORIZONT 32,23880,1996-034A,"May 25, 1996",1437.9,83.6° W,TRACK IT,-83.6,GORIZONT 32,Russia,83.6° W,-0.988756,0.046209,TRUE
YURI 2A (BS-2A),14659,1984-005A,"January 23, 1984",1453.8,83.2° W,TRACK IT,-83.2,YURI 2A (BS-2A),Japan,83.2° W,-0.989776,0.044075,TRUE
AMC-6 (GE-6),26580,2000-067A,"October 21, 2000",1436.1,83° W,TRACK IT,-83,AMC-6 (GE-6),SES,83° W,-0.990268,0.043007,TRUE
SIRIUS 3,25492,1998-056B,"October 5, 1998",1454.1,83° W,TRACK IT,-83,SIRIUS 3,SES,83° W,-0.990268,0.043007,TRUE
EXPRESS AM-2,28629,2005-010A,"March 29, 2005",1454,82.5° W,TRACK IT,-82.5,EXPRESS AM-2,Russia,82.5° W,-0.991445,0.040335,TRUE
NIMIQ 4,33373,2008-044A,"September 19, 2008",1436.1,82° W,TRACK IT,-82,NIMIQ 4,Canada,82° W,-0.992546,0.037660,TRUE
APSTAR 1A,23943,1996-039A,"July 3, 1996",1451.8,81.9° W,TRACK IT,-81.9,APSTAR 1A,China,81.9° W,-0.992757,0.037124,TRUE
RADUGA 1M-1,32373,2007-058A,"December 9, 2007",1448.8,81.7° W,TRACK IT,-81.7,RADUGA 1M-1,Russia,81.7° W,-0.993171,0.036053,TRUE
SUPERBIRD B1,21893,1992-010A,"February 26, 1992",1453.7,81.5° W,TRACK IT,-81.5,SUPERBIRD B1,Japan,81.5° W,-0.993572,0.034982,TRUE
ANIK B1 (TELESAT-4),11153,1978-116A,"December 16, 1978",1442.8,81.3° W,TRACK IT,-81.3,ANIK B1 (TELESAT-4),Canada,81.3° W,-0.993961,0.033910,TRUE
ASC 1,15994,1985-076C,"August 27, 1985",1436.1,81.3° W,TRACK IT,-81.3,ASC 1,United States,81.3° W,-0.993961,0.033910,TRUE
OPS 4258,10508,1977-114A,"December 11, 1977",1434.6,81.3° W,TRACK IT,-81.3,OPS 4258,United States,81.3° W,-0.993961,0.033910,TRUE
ARSAT 2,40941,2015-054B,"September 30, 2015",1436.1,81° W,TRACK IT,-81,ARSAT 2,Argentina,81° W,-0.994522,0.032301,TRUE
WESTAR 5,13269,1982-058A,"June 9, 1982",1451.4,79.5° W,TRACK IT,-79.5,WESTAR 5,United States,79.5° W,-0.996917,0.024245,TRUE
SKY MEXICO-1,40664,2015-026B,"May 27, 2015",1436.1,78.8° W,TRACK IT,-78.8,SKY MEXICO-1,Mexico,78.8° W,-0.997801,0.020480,TRUE
VENESAT-1,33414,2008-055A,"October 29, 2008",1436.1,78° W,TRACK IT,-78,VENESAT-1,Venezuela,78° W,-0.998630,0.016173,TRUE
ARABSAT 3A,25638,1999-009A,"February 26, 1999",1438.1,77.7° W,TRACK IT,-77.7,ARABSAT 3A,Arabsat,77.7° W,-0.998890,0.014557,TRUE
WESTAR 1,7250,1974-022A,"April 13, 1974",1441.5,77.5° W,TRACK IT,-77.5,WESTAR 1,United States,77.5° W,-0.999048,0.013479,TRUE
FENGYUN 2B,26382,2000-032A,"June 25, 2000",1438.9,77.5° W,TRACK IT,-77.5,FENGYUN 2B,China,77.5° W,-0.999048,0.013479,TRUE
QUETZSAT 1,37826,2011-054A,"September 29, 2011",1436.1,77° W,TRACK IT,-77,QUETZSAT 1,Mexico,77° W,-0.999391,0.010785,TRUE
INTELSAT 16,36397,2010-006A,"February 12, 2010",1436.2,76.2° W,TRACK IT,-76.2,INTELSAT 16,Intelsat,76.2° W,-0.999781,0.006472,TRUE
MARISAT 2,9478,1976-101A,"October 14, 1976",1475.5,75.6° W,TRACK IT,-75.6,MARISAT 2,United States,75.6° W,-0.999945,0.003236,TRUE
GOES 16,41866,2016-071A,"November 19, 2016",1436.1,75.2° W,TRACK IT,-75.2,GOES 16,United States,75.2° W,-0.999994,0.001079,TRUE
STARONE C3,38991,2012-062A,"November 10, 2012",1436.1,75° W,TRACK IT,-75,STARONE C3,Brazil,75° W,-1.000000,0.000000,TRUE
SGDC,42692,2017-023B,"May 4, 2017",1436.1,74.8° W,TRACK IT,-74.8,SGDC,Brazil,74.8° W,-0.999994,-0.001079,TRUE
MEASAT 2,24653,1996-063B,"November 13, 1996",1445,74.1° W,TRACK IT,-74.1,MEASAT 2,Malaysia,74.1° W,-0.999877,-0.004854,TRUE
AMAZONAS 4A,39616,2014-011A,"March 22, 2014",1436.1,74° W,TRACK IT,-74,AMAZONAS 4A,Spain,74° W,-0.999848,-0.005393,TRUE
GALAXY 3R,23741,1995-069A,"December 15, 1995",1436.1,74° W,TRACK IT,-74,GALAXY 3R,United States,74° W,-0.999848,-0.005393,TRUE
KOREASAT 1,23639,1995-041A,"August 5, 1995",1444.8,73.3° W,TRACK IT,-73.3,KOREASAT 1,South Korea,73.3° W,-0.999560,-0.009167,TRUE
MARECS A,13010,1981-122A,"December 20, 1981",1515.2,73.1° W,TRACK IT,-73.1,MARECS A,Europe,73.1° W,-0.999450,-0.010246,TRUE
ASTRA 1D,23331,1994-070A,"November 1, 1994",1436.1,73.1° W,TRACK IT,-73.1,ASTRA 1D,SES,73.1° W,-0.999450,-0.010246,TRUE
NIMIQ 5,35873,2009-050A,"September 17, 2009",1436.1,72.7° W,TRACK IT,-72.7,NIMIQ 5,Canada,72.7° W,-0.999194,-0.012401,TRUE
INMARSAT 3-F2,24307,1996-053A,"September 6, 1996",1440.2,72.4° W,TRACK IT,-72.4,INMARSAT 3-F2,Inmarsat,72.4° W,-0.998971,-0.014018,TRUE
BSAT-1A,24769,1997-016B,"April 16, 1997",1452.8,72.1° W,TRACK IT,-72.1,BSAT-1A,Japan,72.1° W,-0.998719,-0.015634,TRUE
AMC-3 (GE-3),24936,1997-050A,"September 4, 1997",1436.1,72° W,TRACK IT,-72,AMC-3 (GE-3),SES,72° W,-0.998630,-0.016173,TRUE
ARSAT 1,40272,2014-062B,"October 16, 2014",1436.1,71.8° W,TRACK IT,-71.8,ARSAT 1,Argentina,71.8° W,-0.998441,-0.017250,TRUE
BEIDOU 1B,26643,2000-082A,"December 20, 2000",1450.9,71.1° W,TRACK IT,-71.1,BEIDOU 1B,China,71.1° W,-0.997684,-0.021018,TRUE
STAR ONE C2,32768,2008-018B,"April 18, 2008",1436.1,70° W,TRACK IT,-70,STAR ONE C2,Brazil,70° W,-0.996195,-0.026933,TRUE
STAR ONE C4,40733,2015-034B,"July 15, 2015",1436.1,70° W,TRACK IT,-70,STAR ONE C4,Brazil,70° W,-0.996195,-0.026933,TRUE
VIASAT 2,42740,2017-029A,"June 1, 2017",1436.1,69.9° W,TRACK IT,-69.9,VIASAT 2,United States,69.9° W,-0.996041,-0.027470,TRUE
OPTUS A1 (AUSSAT 1),15993,1985-076B,"August 27, 1985",1443.5,69.9° W,TRACK IT,-69.9,OPTUS A1 (AUSSAT 1),Australia,69.9° W,-0.996041,-0.027470,TRUE
MARISAT 3,8882,1976-053A,"June 10, 1976",1501.6,69.5° W,TRACK IT,-69.5,MARISAT 3,United States,69.5° W,-0.995396,-0.029618,TRUE
GARUDA 1,26089,2000-011A,"February 12, 2000",1441.3,69.5° W,TRACK IT,-69.5,GARUDA 1,Indonesia,69.5° W,-0.995396,-0.029618,TRUE
SATCOM 3,11635,1979-101A,"December 7, 1979",788.9,68.3° W,TRACK IT,-68.3,SATCOM 3,United States,68.3° W,-0.993171,-0.036053,TRUE
AEHF 2 (USA 235),38254,2012-019A,"May 4, 2012",1436.1,67.5° W,TRACK IT,-67.5,AEHF 2 (USA 235),United States,67.5° W,-0.991445,-0.040335,TRUE
ASTRA 1H,25785,1999-033A,"June 18, 1999",1436.1,67.2° W,TRACK IT,-67.2,ASTRA 1H,SES,67.2° W,-0.990748,-0.041938,TRUE
SES-10,42432,2017-017A,"March 30, 2017",1436.2,66.9° W,TRACK IT,-66.9,SES-10,SES,66.9° W,-0.990024,-0.043541,TRUE
BEIDOU 1C,27813,2003-021A,"May 24, 2003",1443.3,65.2° W,TRACK IT,-65.2,BEIDOU 1C,China,65.2° W,-0.985408,-0.052598,TRUE
EUTE 65W,41382,2016-014A,"March 9, 2016",1436.1,65.2° W,TRACK IT,-65.2,EUTE 65W,Europe,65.2° W,-0.985408,-0.052598,TRUE
STAR ONE C1,32293,2007-056A,"November 14, 2007",1436.1,65° W,TRACK IT,-65,STAR ONE C1,Brazil,65° W,-0.984808,-0.053660,TRUE
ANIK A3 (TELESAT-3),7790,1975-038A,"May 7, 1975",1439.3,64.6° W,TRACK IT,-64.6,ANIK A3 (TELESAT-3),Canada,64.6° W,-0.983571,-0.055783,TRUE
LES 6,3431,1968-081D,"September 26, 1968",1436.6,63.6° W,TRACK IT,-63.6,LES 6,United States,63.6° W,-0.980271,-0.061079,TRUE
EKRAN 17,18715,1987-109A,"December 27, 1987",1501.8,63.6° W,TRACK IT,-63.6,EKRAN 17,Russia,63.6° W,-0.980271,-0.061079,TRUE
EUTELSAT 1-F5 (ECS 5),19331,1988-063B,"July 21, 1988",1466.9,63.5° W,TRACK IT,-63.5,EUTELSAT 1-F5 (ECS 5),Europe,63.5° W,-0.979925,-0.061608,TRUE
TELSTAR 19V,43562,2018-059A,"July 22, 2018",1436.1,63° W,TRACK IT,-63,TELSTAR 19V,Canada,63° W,-0.978148,-0.064248,TRUE
TELSTAR 14R,37602,2011-021A,"May 20, 2011",1436.1,63° W,TRACK IT,-63,TELSTAR 14R,Canada,63° W,-0.978148,-0.064248,TRUE
INSAT 3E,27951,2003-043E,"September 27, 2003",1428.5,62.3° W,TRACK IT,-62.3,INSAT 3E,India,62.3° W,-0.975535,-0.067936,TRUE
ECHOSTAR 15,36792,2010-034A,"July 10, 2010",1436,61.6° W,TRACK IT,-61.6,ECHOSTAR 15,United States,61.6° W,-0.972776,-0.071614,TRUE
HIMAWARI 2 (GMS 2),12677,1981-076A,"August 10, 1981",1446.5,61.6° W,TRACK IT,-61.6,HIMAWARI 2 (GMS 2),Japan,61.6° W,-0.972776,-0.071614,TRUE
ECHOSTAR 16,39008,2012-065A,"November 20, 2012",1436.1,61.5° W,TRACK IT,-61.5,ECHOSTAR 16,United States,61.5° W,-0.972370,-0.072139,TRUE
ECHOSTAR XVIII,41592,2016-039B,"June 18, 2016",1436.1,61.3° W,TRACK IT,-61.3,ECHOSTAR XVIII,United States,61.3° W,-0.971549,-0.073187,TRUE
AMAZONAS 3,39078,2013-006A,"February 7, 2013",1436.1,61° W,TRACK IT,-61,AMAZONAS 3,Spain,61° W,-0.970296,-0.074758,TRUE
AMAZONAS 2,35942,2009-054A,"September 30, 2009",1436.1,61° W,TRACK IT,-61,AMAZONAS 2,Spain,61° W,-0.970296,-0.074758,TRUE
AMAZONAS 5,42934,2017-053A,"September 11, 2017",1436.1,61° W,TRACK IT,-61,AMAZONAS 5,Spain,61° W,-0.970296,-0.074758,TRUE
ARABSAT 2B,24652,1996-063A,"November 13, 1996",1448.5,59.8° W,TRACK IT,-59.8,ARABSAT 2B,Arabsat,59.8° W,-0.965016,-0.081021,TRUE
GOES 13,29155,2006-018A,"May 24, 2006",1436.1,59.7° W,TRACK IT,-59.7,GOES 13,United States,59.7° W,-0.964557,-0.081541,TRUE
PALAPA B4,21964,1992-027A,"May 14, 1992",1440.9,59.2° W,TRACK IT,-59.2,PALAPA B4,Indonesia,59.2° W,-0.962218,-0.084139,TRUE
SESAT 2 (EXPRESS AM-22),28134,2003-060A,"December 28, 2003",1449.3,58.9° W,TRACK IT,-58.9,SESAT 2 (EXPRESS AM-22),Europe,58.9° W,-0.960779,-0.085695,TRUE
TVSAT 1,18570,1987-095A,"November 21, 1987",1455.7,58.3° W,TRACK IT,-58.3,TVSAT 1,Germany,58.3° W,-0.957822,-0.088799,TRUE
TDRS 9,27389,2002-011A,"March 8, 2002",1439,58.3° W,TRACK IT,-58.3,TDRS 9,United States,58.3° W,-0.957822,-0.088799,TRUE
INTELSAT 21,38749,2012-045A,"August 19, 2012",1436.1,58° W,TRACK IT,-58,INTELSAT 21,Intelsat,58° W,-0.956305,-0.090348,TRUE
EKRAN 19,19683,1988-108A,"December 10, 1988",1489.9,57.9° W,TRACK IT,-57.9,EKRAN 19,Russia,57.9° W,-0.955793,-0.090863,TRUE
INTELSAT 34,40874,2015-039A,"August 20, 2015",1436.2,55.5° W,TRACK IT,-55.5,INTELSAT 34,Intelsat,55.5° W,-0.942641,-0.103152,TRUE
INMARSAT 5-F2,40384,2015-005A,"February 1, 2015",1436.1,55° W,TRACK IT,-55,INMARSAT 5-F2,Inmarsat,55° W,-0.939693,-0.105690,TRUE
COSMOS 2319,23653,1995-045A,"August 30, 1995",1437.2,54.5° W,TRACK IT,-54.5,COSMOS 2319,Russia,54.5° W,-0.936672,-0.108220,TRUE
INMARSAT 3-F5,25153,1998-006B,"February 4, 1998",1436.1,54° W,TRACK IT,-54,INMARSAT 3-F5,Inmarsat,54° W,-0.933580,-0.110742,TRUE
OPS 7329,4510,1970-069A,"September 1, 1970",1434.9,53.2° W,TRACK IT,-53.2,OPS 7329,United States,53.2° W,-0.928486,-0.114759,TRUE
GOES 11,26352,2000-022A,"May 3, 2000",1453.9,53.1° W,TRACK IT,-53.1,GOES 11,United States,53.1° W,-0.927836,-0.115260,TRUE
INTELSAT 23,38867,2012-057A,"October 14, 2012",1436.1,53° W,TRACK IT,-53,INTELSAT 23,Intelsat,53° W,-0.927184,-0.115760,TRUE
METEOSAT 7,24932,1997-049B,"September 2, 1997",1464.7,52.9° W,TRACK IT,-52.9,METEOSAT 7,Europe,52.9° W,-0.926529,-0.116260,TRUE
INTELSAT 29E,41308,2016-004A,"January 27, 2016",1436.1,50° W,TRACK IT,-50,INTELSAT 29E,Intelsat,50° W,-0.906308,-0.130596,TRUE
